Date,Close
15/04/2019,17.75866699
16/04/2019,18.22400093
17/04/2019,18.08200073
18/04/2019,18.21733284
22/04/2019,17.51666641
23/04/2019,17.59333229
24/04/2019,17.24399948
25/04/2019,16.50866699
26/04/2019,15.67599964
29/04/2019,16.09799957
30/04/2019,15.91266727
1/05/2019,15.600667
2/05/2019,16.2733326
3/05/2019,17.00200081
6/05/2019,17.02266693
7/05/2019,16.47066689
8/05/2019,16.32266617
9/05/2019,16.13199997
10/05/2019,15.96800041
13/05/2019,15.13399982
14/05/2019,15.4873333
15/05/2019,15.46333313
16/05/2019,15.22200012
17/05/2019,14.06866741
20/05/2019,13.69066715
21/05/2019,13.67199993
22/05/2019,12.84866714
23/05/2019,13.03266716
24/05/2019,12.7086668
28/05/2019,12.57999992
29/05/2019,12.65733337
30/05/2019,12.54800034
31/05/2019,12.34399986
3/06/2019,11.93133259
4/06/2019,12.90666676
5/06/2019,13.10599995
6/06/2019,13.72999954
7/06/2019,13.63333321
10/06/2019,14.19200039
11/06/2019,14.47333336
12/06/2019,13.95066738
13/06/2019,14.26066685
14/06/2019,14.32800007
17/06/2019,15.00199986
18/06/2019,14.98266697
19/06/2019,15.0953331
20/06/2019,14.64133263
21/06/2019,14.79066658
24/06/2019,14.90933323
25/06/2019,14.65066719
26/06/2019,14.61800003
27/06/2019,14.85599995
28/06/2019,14.89733315
1/07/2019,15.14466667
2/07/2019,14.97000027
3/07/2019,15.65999985
5/07/2019,15.53999996
8/07/2019,15.35599995
9/07/2019,15.33733273
10/07/2019,15.92800045
11/07/2019,15.90666676
12/07/2019,16.33866692
15/07/2019,16.89999962
16/07/2019,16.82533264
17/07/2019,16.99066734
18/07/2019,16.90266609
19/07/2019,17.21199989
22/07/2019,17.04533386
23/07/2019,17.34466743
24/07/2019,17.65866661
25/07/2019,15.25466728
26/07/2019,15.20266724
29/07/2019,15.71800041
30/07/2019,16.15066719
31/07/2019,16.10733223
1/08/2019,15.59000015
2/08/2019,15.62266731
5/08/2019,15.22133255
6/08/2019,15.38333321
7/08/2019,15.5613327
8/08/2019,15.88666725
9/08/2019,15.66733265
12/08/2019,15.26733303
13/08/2019,15.66666698
14/08/2019,14.64133263
15/08/2019,14.3760004
16/08/2019,14.66266727
19/08/2019,15.12199974
20/08/2019,15.05733299
21/08/2019,14.72200012
22/08/2019,14.81000042
23/08/2019,14.09333324
26/08/2019,14.33333302
27/08/2019,14.27200031
28/08/2019,14.37266731
29/08/2019,14.7806673
30/08/2019,15.04066658
3/09/2019,15.00066662
4/09/2019,14.71199989
5/09/2019,15.30533314
6/09/2019,15.16333294
9/09/2019,15.45266724
10/09/2019,15.70266724
11/09/2019,16.47333336
12/09/2019,16.39133263
13/09/2019,16.34666634
16/09/2019,16.18733215
17/09/2019,16.31933212
18/09/2019,16.23266792
19/09/2019,16.44000053
20/09/2019,16.04133224
23/09/2019,16.08200073
24/09/2019,14.88066673
25/09/2019,15.24666691
26/09/2019,16.17066765
27/09/2019,16.1420002
30/09/2019,16.05800056
1/10/2019,16.31266785
2/10/2019,16.20866776
3/10/2019,15.53533268
4/10/2019,15.42866707
7/10/2019,15.84799957
8/10/2019,16.00333214
9/10/2019,16.30200005
10/10/2019,16.31599998
11/10/2019,16.52599907
14/10/2019,17.13066673
15/10/2019,17.19266701
16/10/2019,17.31666756
17/10/2019,17.46466637
18/10/2019,17.12999916
21/10/2019,16.89999962
22/10/2019,17.03866768
23/10/2019,16.97866631
24/10/2019,19.97866631
25/10/2019,21.87533379
28/10/2019,21.84733391
29/10/2019,21.08133316
30/10/2019,21.00066757
31/10/2019,20.99466705
1/11/2019,20.88733292
4/11/2019,21.16466713
5/11/2019,21.14800072
6/11/2019,21.77199936
7/11/2019,22.36933327
8/11/2019,22.47599983
11/11/2019,23.00600052
12/11/2019,23.32866669
13/11/2019,23.0739994
14/11/2019,23.29000092
15/11/2019,23.47800064
18/11/2019,23.3326664
19/11/2019,23.96800041
20/11/2019,23.48133278
21/11/2019,23.65533257
22/11/2019,22.20266724
25/11/2019,22.42266655
26/11/2019,21.9279995
27/11/2019,22.08600044
29/11/2019,21.99600029
2/12/2019,22.32466698
3/12/2019,22.41333389
4/12/2019,22.20199966
5/12/2019,22.02466774
6/12/2019,22.39266777
9/12/2019,22.63533211
10/12/2019,23.25600052
11/12/2019,23.51333237
12/12/2019,23.97866631
13/12/2019,23.89266777
16/12/2019,25.43333244
17/12/2019,25.26600075
18/12/2019,26.20999908
19/12/2019,26.93600082
20/12/2019,27.03933334
23/12/2019,27.94799995
24/12/2019,28.35000038
26/12/2019,28.72933388
27/12/2019,28.69199944
30/12/2019,27.64666748
31/12/2019,27.88866615
2/01/2020,28.68400002
3/01/2020,29.5340004
6/01/2020,30.10266685
7/01/2020,31.27066612
8/01/2020,32.8093338
9/01/2020,32.08933258
10/01/2020,31.87666702
13/01/2020,34.99066544
14/01/2020,35.86133194
15/01/2020,34.56666565
16/01/2020,34.23266602
17/01/2020,34.03333282
21/01/2020,36.47999954
22/01/2020,37.97066879
23/01/2020,38.14666748
24/01/2020,37.6546669
27/01/2020,37.20133209
28/01/2020,37.79333115
29/01/2020,38.73266602
30/01/2020,42.72066879
31/01/2020,43.37133408
3/02/2020,52
4/02/2020,59.13733292
5/02/2020,48.97999954
6/02/2020,49.93066788
7/02/2020,49.87133408
10/02/2020,51.41866684
11/02/2020,51.62533188
12/02/2020,51.152668
13/02/2020,53.59999847
14/02/2020,53.33533478
18/02/2020,57.2266655
19/02/2020,61.16133118
20/02/2020,59.96066666
21/02/2020,60.06666565
24/02/2020,55.58599854
25/02/2020,53.32733154
26/02/2020,51.91999817
27/02/2020,45.26666641
28/02/2020,44.53266525
2/03/2020,49.57466888
3/03/2020,49.70066833
4/03/2020,49.96666718
5/03/2020,48.30266571
6/03/2020,46.89866638
9/03/2020,40.53333282
10/03/2020,43.02199936
11/03/2020,42.2820015
12/03/2020,37.36999893
13/03/2020,36.44133377
16/03/2020,29.67133331
17/03/2020,28.68000031
18/03/2020,24.08133316
19/03/2020,28.50933266
20/03/2020,28.50200081
23/03/2020,28.95266724
24/03/2020,33.66666794
25/03/2020,35.95000076
26/03/2020,35.21066666
27/03/2020,34.29066849
30/03/2020,33.47533417
31/03/2020,34.93333435
1/04/2020,32.10400009
2/04/2020,30.29800034
3/04/2020,32.00066757
6/04/2020,34.41600037
7/04/2020,36.36333466
8/04/2020,36.58933258
9/04/2020,38.20000076
13/04/2020,43.39666748
14/04/2020,47.32600021
15/04/2020,48.65533447
16/04/2020,49.68066788
17/04/2020,50.25933456
20/04/2020,49.75733185
21/04/2020,45.78133392
22/04/2020,48.8073349
23/04/2020,47.04199982
24/04/2020,48.3433342
27/04/2020,53.25
28/04/2020,51.27466583
29/04/2020,53.36733246
30/04/2020,52.12533188
1/05/2020,46.75466537
4/05/2020,50.74599838
5/05/2020,51.2140007
6/05/2020,52.17200089
7/05/2020,52.00266647
8/05/2020,54.62799835
11/05/2020,54.08599854
12/05/2020,53.96066666
13/05/2020,52.73066711
14/05/2020,53.55533218
15/05/2020,53.27799988
18/05/2020,54.24200058
19/05/2020,53.86733246
20/05/2020,54.3706665
21/05/2020,55.17333221
22/05/2020,54.45866776
26/05/2020,54.59133148
27/05/2020,54.68199921
28/05/2020,53.72066879
29/05/2020,55.66666794
1/06/2020,59.87333298
2/06/2020,58.77066803
3/06/2020,58.86399841
4/06/2020,57.62533188
5/06/2020,59.04399872
8/06/2020,63.32799911
9/06/2020,62.71133423
10/06/2020,68.33666992
11/06/2020,64.85600281
12/06/2020,62.35200119
15/06/2020,66.05999756
16/06/2020,65.47533417
17/06/2020,66.11933136
18/06/2020,66.93066406
19/06/2020,66.72666931
22/06/2020,66.28800201
23/06/2020,66.78533173
24/06/2020,64.05666351
25/06/2020,65.73200226
26/06/2020,63.98266602
29/06/2020,67.29000092
30/06/2020,71.98733521
1/07/2020,74.64199829
2/07/2020,80.57733154
6/07/2020,91.4386673
7/07/2020,92.65733337
8/07/2020,91.05867004
9/07/2020,92.95200348
10/07/2020,102.9766693
13/07/2020,99.80400085
14/07/2020,101.1200027
15/07/2020,103.0673294
16/07/2020,100.0426636
17/07/2020,100.0559998
20/07/2020,109.5333328
21/07/2020,104.5573349
22/07/2020,106.1553345
23/07/2020,100.8713303
24/07/2020,94.46666718
27/07/2020,102.6399994
28/07/2020,98.43267059
29/07/2020,99.9406662
30/07/2020,99.16600037
31/07/2020,95.38400269
3/08/2020,99
4/08/2020,99.1333313
5/08/2020,99.00133514
6/08/2020,99.305336
7/08/2020,96.84733582
10/08/2020,94.57133484
11/08/2020,91.62599945
12/08/2020,103.6506653
13/08/2020,108.0666656
14/08/2020,110.0473328
17/08/2020,122.3759995
18/08/2020,125.8059998
19/08/2020,125.2353363
20/08/2020,133.4553375
21/08/2020,136.665329
24/08/2020,134.2799988
25/08/2020,134.889328
26/08/2020,143.5446625
27/08/2020,149.25
28/08/2020,147.5599976
31/08/2020,166.1066742
1/09/2020,158.3500061
2/09/2020,149.1233368
3/09/2020,135.6666718
4/09/2020,139.4400024
8/09/2020,110.0699997
9/09/2020,122.0933304
10/09/2020,123.7799988
11/09/2020,124.2399979
14/09/2020,139.8733368
15/09/2020,149.9199982
16/09/2020,147.2533264
17/09/2020,141.1433258
18/09/2020,147.3833313
21/09/2020,149.7966614
22/09/2020,141.4100037
23/09/2020,126.7866669
24/09/2020,129.2633362
25/09/2020,135.7799988
28/09/2020,140.3999939
29/09/2020,139.6900024
30/09/2020,143.0033264
1/10/2020,149.386673
2/10/2020,138.363327
5/10/2020,141.8933258
6/10/2020,137.9933319
7/10/2020,141.7666626
8/10/2020,141.9733276
9/10/2020,144.6666718
12/10/2020,147.4333344
13/10/2020,148.8833313
14/10/2020,153.7666626
15/10/2020,149.6266632
16/10/2020,146.5566711
19/10/2020,143.6100006
20/10/2020,140.6466675
21/10/2020,140.8800049
22/10/2020,141.9299927
23/10/2020,140.2100067
26/10/2020,140.093338
27/10/2020,141.5599976
28/10/2020,135.3399963
29/10/2020,136.9433289
30/10/2020,129.3466644
2/11/2020,133.5033264
3/11/2020,141.3000031
4/11/2020,140.3266602
5/11/2020,146.0299988
6/11/2020,143.3166656
9/11/2020,140.4199982
10/11/2020,136.7866669
11/11/2020,139.043335
12/11/2020,137.2533264
13/11/2020,136.1666718
16/11/2020,136.0299988
17/11/2020,147.2033386
18/11/2020,162.2133331
19/11/2020,166.4233398
20/11/2020,163.2033386
23/11/2020,173.9499969
24/11/2020,185.1266632
25/11/2020,191.3333282
27/11/2020,195.2533264
30/11/2020,189.1999969
1/12/2020,194.9199982
2/12/2020,189.6066742
3/12/2020,197.793335
4/12/2020,199.6799927
7/12/2020,213.9199982
8/12/2020,216.6266632
9/12/2020,201.4933319
10/12/2020,209.0233307
11/12/2020,203.3300018
14/12/2020,213.2766724
15/12/2020,211.0833282
16/12/2020,207.5899963
17/12/2020,218.6333313
18/12/2020,231.6666718
21/12/2020,216.6199951
22/12/2020,213.4466705
23/12/2020,215.3266602
24/12/2020,220.5899963
28/12/2020,221.2299957
29/12/2020,221.9966736
30/12/2020,231.593338
31/12/2020,235.2233276
4/01/2021,243.2566681
5/01/2021,245.0366669
6/01/2021,251.9933319
7/01/2021,272.0133362
8/01/2021,293.3399963
11/01/2021,270.3966675
12/01/2021,283.1466675
13/01/2021,284.8033447
14/01/2021,281.6666565
15/01/2021,275.3866577
19/01/2021,281.5166626
20/01/2021,283.4833374
21/01/2021,281.6633301
22/01/2021,282.2133179
25/01/2021,293.6000061
26/01/2021,294.3633423
27/01/2021,288.0533447
28/01/2021,278.4766541
29/01/2021,264.5100098
1/02/2021,279.936676
2/02/2021,290.9299927
3/02/2021,284.8966675
4/02/2021,283.3299866
5/02/2021,284.0766602
8/02/2021,287.8066711
9/02/2021,283.1533203
10/02/2021,268.2733459
11/02/2021,270.5533447
12/02/2021,272.0400085
16/02/2021,265.4066772
17/02/2021,266.0499878
18/02/2021,262.4599915
19/02/2021,260.4333191
22/02/2021,238.1666718
23/02/2021,232.9466705
24/02/2021,247.3399963
25/02/2021,227.406662
26/02/2021,225.1666718
1/03/2021,239.4766693
2/03/2021,228.8133392
3/03/2021,217.7333374
4/03/2021,207.1466675
5/03/2021,199.3166656
8/03/2021,187.6666718
9/03/2021,224.5266724
10/03/2021,222.6866608
11/03/2021,233.1999969
12/03/2021,231.2433319
15/03/2021,235.9799957
16/03/2021,225.6266632
17/03/2021,233.9366608
18/03/2021,217.7200012
19/03/2021,218.2899933
22/03/2021,223.3333282
23/03/2021,220.7200012
24/03/2021,210.0899963
25/03/2021,213.4633331
26/03/2021,206.2366638
29/03/2021,203.7633362
30/03/2021,211.8733368
31/03/2021,222.6433258
1/04/2021,220.5833282
5/04/2021,230.3500061
6/04/2021,230.5399933
7/04/2021,223.656662
8/04/2021,227.9333344
9/04/2021,225.6733398
12/04/2021,233.9933319
13/04/2021,254.1066742
14/04/2021,244.0766602
15/04/2021,246.2833405
16/04/2021,246.593338
19/04/2021,238.2100067
20/04/2021,239.6633301
21/04/2021,248.0399933
22/04/2021,239.8966675
23/04/2021,243.1333313
26/04/2021,246.0666656
27/04/2021,234.9133301
28/04/2021,231.4666595
29/04/2021,225.6666718
30/04/2021,236.4799957
3/05/2021,228.3000031
4/05/2021,224.5333405
5/05/2021,223.6466675
6/05/2021,221.1799927
7/05/2021,224.1233368
10/05/2021,209.6799927
11/05/2021,205.7333374
12/05/2021,196.6300049
13/05/2021,190.5633392
14/05/2021,196.5800018
17/05/2021,192.2766724
18/05/2021,192.6233368
19/05/2021,187.8200073
20/05/2021,195.593338
21/05/2021,193.6266632
24/05/2021,202.1466675
25/05/2021,201.5633392
26/05/2021,206.3766632
27/05/2021,210.2833405
28/05/2021,208.406662
1/06/2021,207.9666595
2/06/2021,201.706665
3/06/2021,190.9466705
4/06/2021,199.6833344
7/06/2021,201.7100067
8/06/2021,201.1966705
9/06/2021,199.593338
10/06/2021,203.3733368
11/06/2021,203.2966614
14/06/2021,205.8966675
15/06/2021,199.7866669
16/06/2021,201.6233368
17/06/2021,205.5333405
18/06/2021,207.7700043
21/06/2021,206.9433289
22/06/2021,207.9033356
23/06/2021,218.8566742
24/06/2021,226.6066742
25/06/2021,223.956665
28/06/2021,229.5733337
29/06/2021,226.9199982
30/06/2021,226.5666656
1/07/2021,225.9733276
2/07/2021,226.3000031
6/07/2021,219.8600006
7/07/2021,214.8833313
8/07/2021,217.6033325
9/07/2021,218.9833374
12/07/2021,228.5666656
13/07/2021,222.8466644
14/07/2021,217.793335
15/07/2021,216.8666687
16/07/2021,214.7400055
19/07/2021,215.406662
20/07/2021,220.1666718
21/07/2021,218.4299927
22/07/2021,216.4199982
23/07/2021,214.4600067
26/07/2021,219.206665
27/07/2021,214.9266663
28/07/2021,215.6600037
29/07/2021,225.7833405
30/07/2021,229.0666656
2/08/2021,236.5566711
3/08/2021,236.5800018
4/08/2021,236.9733276
5/08/2021,238.2100067
6/08/2021,233.0333405
9/08/2021,237.9199982
10/08/2021,236.6633301
11/08/2021,235.9400024
12/08/2021,240.75
13/08/2021,239.0566711
16/08/2021,228.7233276
17/08/2021,221.9033356
18/08/2021,229.6633301
19/08/2021,224.4900055
20/08/2021,226.7533264
23/08/2021,235.4333344
24/08/2021,236.1633301
25/08/2021,237.0666656
26/08/2021,233.7200012
27/08/2021,237.3066711
30/08/2021,243.636673
31/08/2021,245.2400055
1/09/2021,244.6966705
2/09/2021,244.1300049
3/09/2021,244.5233307
7/09/2021,250.9733276
8/09/2021,251.2899933
9/09/2021,251.6199951
10/09/2021,245.4233398
13/09/2021,247.6666718
14/09/2021,248.1633301
15/09/2021,251.9433289
16/09/2021,252.3300018
17/09/2021,253.1633301
20/09/2021,243.3899994
21/09/2021,246.4600067
22/09/2021,250.6466675
23/09/2021,251.2133331
24/09/2021,258.1300049
27/09/2021,263.7866821
28/09/2021,259.186676
29/09/2021,260.436676
30/09/2021,258.4933472
1/10/2021,258.4066772
4/10/2021,260.5100098
5/10/2021,260.1966553
6/10/2021,260.9166565
7/10/2021,264.5366821
8/10/2021,261.8299866
11/10/2021,263.980011
12/10/2021,268.5733337
13/10/2021,270.3599854
14/10/2021,272.7733459
15/10/2021,281.0100098
18/10/2021,290.0366821
19/10/2021,288.0899963
20/10/2021,288.6000061
21/10/2021,298
22/10/2021,303.2266541
25/10/2021,341.6199951
26/10/2021,339.4766541
27/10/2021,345.9533386
28/10/2021,359.0133362
29/10/2021,371.3333435
1/11/2021,402.8633423
2/11/2021,390.6666565
3/11/2021,404.6199951
4/11/2021,409.9700012
5/11/2021,407.3633423
8/11/2021,387.6466675
9/11/2021,341.1666565
10/11/2021,355.9833374
11/11/2021,354.5033264
12/11/2021,344.4733276
15/11/2021,337.7966614
16/11/2021,351.5766602
17/11/2021,363.0033264
18/11/2021,365.4599915
19/11/2021,379.019989
22/11/2021,385.6233215
23/11/2021,369.6766663
24/11/2021,372
26/11/2021,360.6400146
29/11/2021,378.9966736
30/11/2021,381.5866699
1/12/2021,365
2/12/2021,361.5333252
3/12/2021,338.3233337
6/12/2021,336.3366699
7/12/2021,350.5833435
8/12/2021,356.3200073
9/12/2021,334.6000061
10/12/2021,339.0100098
13/12/2021,322.1366577
14/12/2021,319.5033264
15/12/2021,325.3299866
16/12/2021,308.9733276
17/12/2021,310.8566589
20/12/2021,299.980011
21/12/2021,312.8433228
22/12/2021,336.2900085
23/12/2021,355.6666565
27/12/2021,364.6466675
28/12/2021,362.8233337
29/12/2021,362.063324
30/12/2021,356.7799988
31/12/2021,352.2600098
3/01/2022,399.9266663
4/01/2022,383.1966553
5/01/2022,362.706665
6/01/2022,354.8999939
7/01/2022,342.3200073
10/01/2022,352.706665
11/01/2022,354.7999878
12/01/2022,368.7399902
13/01/2022,343.8533325
14/01/2022,349.8699951
18/01/2022,343.5033264
19/01/2022,331.8833313
20/01/2022,332.0899963
21/01/2022,314.6333313
24/01/2022,310
25/01/2022,306.1333313
26/01/2022,312.4700012
27/01/2022,276.3666687
28/01/2022,282.1166687
31/01/2022,312.2399902
1/02/2022,310.4166565
2/02/2022,301.8866577
3/02/2022,297.0466614
4/02/2022,307.7733459
7/02/2022,302.4466553
8/02/2022,307.3333435
9/02/2022,310.6666565
10/02/2022,301.5166626
11/02/2022,286.6666565
14/02/2022,291.9200134
15/02/2022,307.4766541
16/02/2022,307.7966614
17/02/2022,292.1166687
18/02/2022,285.6600037
22/02/2022,273.8433228
23/02/2022,254.6799927
24/02/2022,266.9233398
25/02/2022,269.956665
28/02/2022,290.1433411
1/03/2022,288.1233215
2/03/2022,293.2966614
3/03/2022,279.7633362
4/03/2022,279.4299927
7/03/2022,268.1933289
8/03/2022,274.7999878
9/03/2022,286.3233337
10/03/2022,279.4333191
11/03/2022,265.1166687
14/03/2022,255.456665
15/03/2022,267.2966614
16/03/2022,280.0766602
17/03/2022,290.5333252
18/03/2022,301.7966614
21/03/2022,307.0533447
22/03/2022,331.3266602
23/03/2022,333.0366821
24/03/2022,337.9733276
25/03/2022,336.8800049
28/03/2022,363.9466553
29/03/2022,366.5233459
30/03/2022,364.6633301
31/03/2022,359.2000122
1/04/2022,361.5299988
4/04/2022,381.8166809
5/04/2022,363.7533264
6/04/2022,348.5866699
7/04/2022,352.4200134
8/04/2022,341.8299866
11/04/2022,325.3099976
12/04/2022,328.9833374
13/04/2022,340.7900085
14/04/2022,328.3333435
18/04/2022,334.7633362
19/04/2022,342.7166748
20/04/2022,325.7333374
21/04/2022,336.2600098
22/04/2022,335.0166626
25/04/2022,332.6733398
26/04/2022,292.1400146
27/04/2022,293.8366699
28/04/2022,292.5033264
29/04/2022,290.2533264
2/05/2022,300.980011
3/05/2022,303.0833435
4/05/2022,317.5400085
5/05/2022,291.0933228
6/05/2022,288.5499878
9/05/2022,262.3699951
10/05/2022,266.6799927
11/05/2022,244.6666718
12/05/2022,242.6666718
13/05/2022,256.5299988
16/05/2022,241.456665
17/05/2022,253.8699951
18/05/2022,236.6033325
19/05/2022,236.4733276
20/05/2022,221.3000031
23/05/2022,224.9666595
24/05/2022,209.386673
25/05/2022,219.6000061
26/05/2022,235.9100037
27/05/2022,253.2100067
31/05/2022,252.7533264
1/06/2022,246.7899933
2/06/2022,258.3333435
3/06/2022,234.5166626
6/06/2022,238.2799988
7/06/2022,238.886673
8/06/2022,241.8666687
9/06/2022,239.706665
10/06/2022,232.2299957
13/06/2022,215.7366638
14/06/2022,220.8899994
15/06/2022,233
16/06/2022,213.1000061
17/06/2022,216.7599945
21/06/2022,237.0366669
22/06/2022,236.0866699
23/06/2022,235.0700073
24/06/2022,245.706665
27/06/2022,244.9199982
28/06/2022,232.6633301
29/06/2022,228.4900055
30/06/2022,224.4733276
1/07/2022,227.2633362
5/07/2022,233.0666656
6/07/2022,231.7333374
7/07/2022,244.543335
8/07/2022,250.7633362
11/07/2022,234.343338
12/07/2022,233.0700073
13/07/2022,237.0399933
14/07/2022,238.3133392
15/07/2022,240.0666656
18/07/2022,240.5466614
19/07/2022,245.5299988
20/07/2022,247.5
21/07/2022,271.706665
22/07/2022,272.2433472
25/07/2022,268.4333191
26/07/2022,258.8599854
27/07/2022,274.8200073
28/07/2022,280.8999939
29/07/2022,297.1499939
1/08/2022,297.2766724
2/08/2022,300.5866699
3/08/2022,307.3966675
4/08/2022,308.6333313
5/08/2022,288.1700134
8/08/2022,290.4233398
9/08/2022,283.3333435
10/08/2022,294.3566589
11/08/2022,286.6300049
12/08/2022,300.0299988
15/08/2022,309.3200073
16/08/2022,306.563324
17/08/2022,303.9966736
18/08/2022,302.8699951
19/08/2022,296.6666565
22/08/2022,289.9133301
23/08/2022,296.4533386
24/08/2022,297.0966797
25/08/2022,296.0700073
26/08/2022,288.0899963
29/08/2022,284.8200073
30/08/2022,277.7000122
31/08/2022,275.6099854
1/09/2022,277.1600037
2/09/2022,270.2099915
6/09/2022,274.4200134
7/09/2022,283.7000122
8/09/2022,289.2600098
9/09/2022,299.6799927
12/09/2022,304.4200134
13/09/2022,292.1300049
14/09/2022,302.6099854
15/09/2022,303.75
16/09/2022,303.3500061
19/09/2022,309.0700073
20/09/2022,308.730011
21/09/2022,300.7999878
22/09/2022,288.5899963
23/09/2022,275.3299866
26/09/2022,276.0100098
27/09/2022,282.9400024
28/09/2022,287.8099976
29/09/2022,268.2099915
30/09/2022,265.25
3/10/2022,242.3999939
4/10/2022,249.4400024
5/10/2022,240.8099976
6/10/2022,238.1300049
7/10/2022,223.0700073
10/10/2022,222.9600067
11/10/2022,216.5
12/10/2022,217.2400055
13/10/2022,221.7200012
14/10/2022,204.9900055
17/10/2022,219.3500061
18/10/2022,220.1900024
19/10/2022,222.0399933
20/10/2022,207.2799988
21/10/2022,214.4400024
24/10/2022,211.25
25/10/2022,222.4199982
26/10/2022,224.6399994
27/10/2022,225.0899963
28/10/2022,228.5200043
31/10/2022,227.5399933
1/11/2022,227.8200073
2/11/2022,214.9799957
3/11/2022,215.3099976
4/11/2022,207.4700012
7/11/2022,197.0800018
8/11/2022,191.3000031
9/11/2022,177.5899963
10/11/2022,190.7200012
11/11/2022,195.9700012
14/11/2022,190.9499969
15/11/2022,194.4199982
16/11/2022,186.9199982
17/11/2022,183.1699982
18/11/2022,180.1900024
21/11/2022,167.8699951
22/11/2022,169.9100037
23/11/2022,183.1999969
25/11/2022,182.8600006
28/11/2022,182.9199982
29/11/2022,180.8300018
30/11/2022,194.6999969
1/12/2022,194.6999969
2/12/2022,194.8600006
5/12/2022,182.4499969
6/12/2022,179.8200073
7/12/2022,174.0399933
8/12/2022,173.4400024
9/12/2022,179.0500031
12/12/2022,167.8200073
13/12/2022,160.9499969
14/12/2022,156.8000031
15/12/2022,157.6699982
16/12/2022,150.2299957
19/12/2022,149.8699951
20/12/2022,137.8000031
21/12/2022,137.5700073
22/12/2022,125.3499985
23/12/2022,123.1500015
27/12/2022,109.0999985
28/12/2022,112.7099991
29/12/2022,121.8199997
30/12/2022,123.1800003
3/01/2023,108.0999985
4/01/2023,113.6399994
5/01/2023,110.3399963
6/01/2023,113.0599976
9/01/2023,119.7699966
10/01/2023,118.8499985
11/01/2023,123.2200012
12/01/2023,123.5599976
13/01/2023,122.4000015
17/01/2023,131.4900055
18/01/2023,128.7799988
19/01/2023,127.1699982
20/01/2023,133.4199982
23/01/2023,143.75
24/01/2023,143.8899994
25/01/2023,144.4299927
26/01/2023,160.2700043
27/01/2023,177.8999939
30/01/2023,166.6600037
31/01/2023,173.2200012
1/02/2023,181.4100037
2/02/2023,188.2700043
3/02/2023,189.9799957
6/02/2023,194.7599945
7/02/2023,196.8099976
8/02/2023,201.2899933
9/02/2023,207.3200073
10/02/2023,196.8899994
13/02/2023,194.6399994
14/02/2023,209.25
15/02/2023,214.2400055
16/02/2023,202.0399933
17/02/2023,208.3099976
21/02/2023,197.3699951
22/02/2023,200.8600006
23/02/2023,202.0700073
24/02/2023,196.8800049
27/02/2023,207.6300049
28/02/2023,205.7100067
1/03/2023,202.7700043
2/03/2023,190.8999939
3/03/2023,197.7899933
6/03/2023,193.8099976
7/03/2023,187.7100067
8/03/2023,182
9/03/2023,172.9199982
10/03/2023,173.4400024
13/03/2023,174.4799957
14/03/2023,183.2599945
15/03/2023,180.4499969
16/03/2023,184.1300049
17/03/2023,180.1300049
20/03/2023,183.25
21/03/2023,197.5800018
22/03/2023,191.1499939
23/03/2023,192.2200012
24/03/2023,190.4100037
27/03/2023,191.8099976
28/03/2023,189.1900024
29/03/2023,193.8800049
30/03/2023,195.2799988
31/03/2023,207.4600067
3/04/2023,194.7700043
4/04/2023,192.5800018
5/04/2023,185.5200043
6/04/2023,185.0599976
10/04/2023,184.5099945
11/04/2023,186.7899933
12/04/2023,180.5399933
13/04/2023,185.8999939
14/04/2023,185
17/04/2023,187.0399933
18/04/2023,184.3099976
19/04/2023,180.5899963
20/04/2023,162.9900055
21/04/2023,165.0800018
24/04/2023,162.5500031
25/04/2023,160.6699982
26/04/2023,153.75
27/04/2023,160.1900024
28/04/2023,164.3099976
1/05/2023,161.8300018
2/05/2023,160.3099976
3/05/2023,160.6100006
4/05/2023,161.1999969
5/05/2023,170.0599976
8/05/2023,171.7899933
9/05/2023,169.1499939
10/05/2023,168.5399933
11/05/2023,172.0800018
12/05/2023,167.9799957
15/05/2023,166.3500061
16/05/2023,166.5200043
17/05/2023,173.8600006
18/05/2023,176.8899994
19/05/2023,180.1399994
22/05/2023,188.8699951
23/05/2023,185.7700043
24/05/2023,182.8999939
25/05/2023,184.4700012
26/05/2023,193.1699982
30/05/2023,201.1600037
31/05/2023,203.9299927
1/06/2023,207.5200043
2/06/2023,213.9700012
5/06/2023,217.6100006
6/06/2023,221.3099976
7/06/2023,224.5700073
8/06/2023,234.8600006
9/06/2023,244.3999939
12/06/2023,249.8300018
13/06/2023,258.7099915
14/06/2023,256.7900085
15/06/2023,255.8999939
16/06/2023,260.5400085
20/06/2023,274.4500122
21/06/2023,259.4599915
22/06/2023,264.6099854
23/06/2023,256.6000061
26/06/2023,241.0500031
27/06/2023,250.2100067
28/06/2023,256.2399902
29/06/2023,257.5
